"Council.Name","Area.Name","Year","Measure","Value"
"Inverclyde","InverclW","2017","Sex Ratio",95.6
"Inverclyde","InverclW","2018","Sex Ratio",95.3
"Inverclyde","InverclW","2019","Sex Ratio",94.9
"Inverclyde","InverclW","2020","Sex Ratio",94.6
"Inverclyde","InverclW","2021","Sex Ratio",94.3
"Inverclyde","InverclW","2022","Sex Ratio",94.1
"Inverclyde","InverclW","2023","Sex Ratio",93.8
"Inverclyde","InverclW","2024","Sex Ratio",93.5
"Inverclyde","InverclW","2025","Sex Ratio",93.1
"Inverclyde","InverclW","2026","Sex Ratio",92.8
"Inverclyde","InverclW","2027","Sex Ratio",92.6
"Inverclyde","InverclW","2028","Sex Ratio",92.4
"Inverclyde","InverclW","2029","Sex Ratio",92.1
"Inverclyde","InverclW","2030","Sex Ratio",91.9
"Inverclyde","InvercSW","2002","Life Expectancy - Persons",72.9
"Inverclyde","InvercSW","2003","Life Expectancy - Persons",73.4
"Inverclyde","InvercSW","2004","Life Expectancy - Persons",77.4
"Inverclyde","InvercSW","2005","Life Expectancy - Persons",77.8
"Inverclyde","InvercSW","2006","Life Expectancy - Persons",79
"Inverclyde","InvercSW","2007","Life Expectancy - Persons",78.8
"Inverclyde","InvercSW","2008","Life Expectancy - Persons",79.7
"Inverclyde","InvercSW","2009","Life Expectancy - Persons",76
"Inverclyde","InvercSW","2010","Life Expectancy - Persons",79
"Inverclyde","InvercSW","2011","Life Expectancy - Persons",77.2
"Inverclyde","InvercSW","2012","Life Expectancy - Persons",79.6
"Inverclyde","InvercSW","2013","Life Expectancy - Persons",81
"Inverclyde","InvercSW","2014","Life Expectancy - Persons",78.5
"Inverclyde","InvercSW","2015","Life Expectancy - Persons",80.4
"Inverclyde","InvercSW","2016","Life Expectancy - Persons",80.6
"Inverclyde","InvercSW","2017","Life Expectancy - Persons",79
"Inverclyde","InvercSW","2018","Life Expectancy - Persons",78.2
"Inverclyde","InvercSW","2019","Life Expectancy - Persons",79
"Inverclyde","InvercSW","2020","Life Expectancy - Persons",78.9
"Inverclyde","InvercSW","2021","Life Expectancy - Persons",78.9
"Inverclyde","InvercSW","2022","Life Expectancy - Persons",78.8
"Inverclyde","InvercSW","2023","Life Expectancy - Persons",79.1
"Inverclyde","InvercSW","2024","Life Expectancy - Persons",79.3
"Inverclyde","InvercSW","2025","Life Expectancy - Persons",79.3
"Inverclyde","InvercSW","2026","Life Expectancy - Persons",79.3
"Inverclyde","InvercSW","2027","Life Expectancy - Persons",79.3
"Inverclyde","InvercSW","2028","Life Expectancy - Persons",79.5
"Inverclyde","InvercSW","2029","Life Expectancy - Persons",79.6
"Inverclyde","InvercSW","2030","Life Expectancy - Persons",79.9
"Inverclyde","InvercSW","2002","Natural Change",34
"Inverclyde","InvercSW","2003","Natural Change",32
"Inverclyde","InvercSW","2004","Natural Change",68
"Inverclyde","InvercSW","2005","Natural Change",87
"Inverclyde","InvercSW","2006","Natural Change",55
"Inverclyde","InvercSW","2007","Natural Change",37
"Inverclyde","InvercSW","2008","Natural Change",60
"Inverclyde","InvercSW","2009","Natural Change",39
"Inverclyde","InvercSW","2010","Natural Change",51
"Inverclyde","InvercSW","2011","Natural Change",35
"Inverclyde","InvercSW","2012","Natural Change",47
"Inverclyde","InvercSW","2013","Natural Change",9
"Inverclyde","InvercSW","2014","Natural Change",7
"Inverclyde","InvercSW","2015","Natural Change",0
"Inverclyde","InvercSW","2016","Natural Change",1
"Inverclyde","InvercSW","2017","Natural Change",0
"Inverclyde","InvercSW","2018","Natural Change",-14
"Inverclyde","InvercSW","2019","Natural Change",-16.1
"Inverclyde","InvercSW","2020","Natural Change",-19
"Inverclyde","InvercSW","2021","Natural Change",-22.6
"Inverclyde","InvercSW","2022","Natural Change",-26.9
"Inverclyde","InvercSW","2023","Natural Change",-28.5
"Inverclyde","InvercSW","2024","Natural Change",-29.9
"Inverclyde","InvercSW","2025","Natural Change",-33.6
"Inverclyde","InvercSW","2026","Natural Change",-36.6
"Inverclyde","InvercSW","2027","Natural Change",-40.2
"Inverclyde","InvercSW","2028","Natural Change",-40.7
"Inverclyde","InvercSW","2029","Natural Change",-43.1
"Inverclyde","InvercSW","2030","Natural Change",-43.2
"Inverclyde","InvercSW","2002","Net Migration",-55
"Inverclyde","InvercSW","2003","Net Migration",54
"Inverclyde","InvercSW","2004","Net Migration",-67
"Inverclyde","InvercSW","2005","Net Migration",-56
"Inverclyde","InvercSW","2006","Net Migration",-75
"Inverclyde","InvercSW","2007","Net Migration",90
"Inverclyde","InvercSW","2008","Net Migration",1
"Inverclyde","InvercSW","2009","Net Migration",78
"Inverclyde","InvercSW","2010","Net Migration",10
"Inverclyde","InvercSW","2011","Net Migration",57
"Inverclyde","InvercSW","2012","Net Migration",-138
"Inverclyde","InvercSW","2013","Net Migration",153
"Inverclyde","InvercSW","2014","Net Migration",30
"Inverclyde","InvercSW","2015","Net Migration",-23
"Inverclyde","InvercSW","2016","Net Migration",32
"Inverclyde","InvercSW","2017","Net Migration",-51
"Inverclyde","InvercSW","2018","Net Migration",57
"Inverclyde","InvercSW","2019","Net Migration",11.4
"Inverclyde","InvercSW","2020","Net Migration",18.6
"Inverclyde","InvercSW","2021","Net Migration",15
"Inverclyde","InvercSW","2022","Net Migration",16.3
"Inverclyde","InvercSW","2023","Net Migration",14.9
"Inverclyde","InvercSW","2024","Net Migration",16.6
"Inverclyde","InvercSW","2025","Net Migration",17.4
"Inverclyde","InvercSW","2026","Net Migration",18.1
"Inverclyde","InvercSW","2027","Net Migration",18.6
"Inverclyde","InvercSW","2028","Net Migration",20
"Inverclyde","InvercSW","2029","Net Migration",18.9
"Inverclyde","InvercSW","2030","Net Migration",19.3
"Inverclyde","InvercSW","2002","Total Population",11086
"Inverclyde","InvercSW","2003","Total Population",11172
"Inverclyde","InvercSW","2004","Total Population",11173
"Inverclyde","InvercSW","2005","Total Population",11204
"Inverclyde","InvercSW","2006","Total Population",11184
"Inverclyde","InvercSW","2007","Total Population",11311
"Inverclyde","InvercSW","2008","Total Population",11372
"Inverclyde","InvercSW","2009","Total Population",11489
"Inverclyde","InvercSW","2010","Total Population",11550
"Inverclyde","InvercSW","2011","Total Population",11642
"Inverclyde","InvercSW","2012","Total Population",11551
"Inverclyde","InvercSW","2013","Total Population",11713
"Inverclyde","InvercSW","2014","Total Population",11750
"Inverclyde","InvercSW","2015","Total Population",11727
"Inverclyde","InvercSW","2016","Total Population",11760
"Inverclyde","InvercSW","2017","Total Population",11709
"Inverclyde","InvercSW","2018","Total Population",11752
"Inverclyde","InvercSW","2019","Total Population",11747.3
"Inverclyde","InvercSW","2020","Total Population",11746.9
"Inverclyde","InvercSW","2021","Total Population",11739.2
"Inverclyde","InvercSW","2022","Total Population",11728.6
"Inverclyde","InvercSW","2023","Total Population",11715
"Inverclyde","InvercSW","2024","Total Population",11701.7
"Inverclyde","InvercSW","2025","Total Population",11685.5
"Inverclyde","InvercSW","2026","Total Population",11667
"Inverclyde","InvercSW","2027","Total Population",11645.5
"Inverclyde","InvercSW","2028","Total Population",11624.8
"Inverclyde","InvercSW","2029","Total Population",11600.6
"Inverclyde","InvercSW","2030","Total Population",11576.7
"Inverclyde","InvercSW","2002","Dependency Ratio",50.4
"Inverclyde","InvercSW","2003","Dependency Ratio",50
"Inverclyde","InvercSW","2004","Dependency Ratio",49.1
"Inverclyde","InvercSW","2005","Dependency Ratio",48.7
"Inverclyde","InvercSW","2006","Dependency Ratio",48.5
"Inverclyde","InvercSW","2007","Dependency Ratio",47.9
"Inverclyde","InvercSW","2008","Dependency Ratio",48.2
"Inverclyde","InvercSW","2009","Dependency Ratio",48.6
"Inverclyde","InvercSW","2010","Dependency Ratio",48.9
"Inverclyde","InvercSW","2011","Dependency Ratio",48.9
"Inverclyde","InvercSW","2012","Dependency Ratio",50.4
"Inverclyde","InvercSW","2013","Dependency Ratio",50.7
"Inverclyde","InvercSW","2014","Dependency Ratio",50.8
"Inverclyde","InvercSW","2015","Dependency Ratio",50.8
"Inverclyde","InvercSW","2016","Dependency Ratio",51.2
"Inverclyde","InvercSW","2017","Dependency Ratio",51.5
"Inverclyde","InvercSW","2018","Dependency Ratio",53.3
"Inverclyde","InvercSW","2019","Dependency Ratio",54.4
"Inverclyde","InvercSW","2020","Dependency Ratio",55.3
"Inverclyde","InvercSW","2021","Dependency Ratio",56.1
"Inverclyde","InvercSW","2022","Dependency Ratio",57.6
"Inverclyde","InvercSW","2023","Dependency Ratio",59
"Inverclyde","InvercSW","2024","Dependency Ratio",60.4
"Inverclyde","InvercSW","2025","Dependency Ratio",61.1
"Inverclyde","InvercSW","2026","Dependency Ratio",62.6
"Inverclyde","InvercSW","2027","Dependency Ratio",64.3
"Inverclyde","InvercSW","2028","Dependency Ratio",65.2
"Inverclyde","InvercSW","2029","Dependency Ratio",66.8
"Inverclyde","InvercSW","2030","Dependency Ratio",68.5
"Inverclyde","InvercSW","2002","Sex Ratio",94.2
"Inverclyde","InvercSW","2003","Sex Ratio",94.2
"Inverclyde","InvercSW","2004","Sex Ratio",95
"Inverclyde","InvercSW","2005","Sex Ratio",95.4
"Inverclyde","InvercSW","2006","Sex Ratio",94.7
"Inverclyde","InvercSW","2007","Sex Ratio",94.4
"Inverclyde","InvercSW","2008","Sex Ratio",94.6
"Inverclyde","InvercSW","2009","Sex Ratio",94.2
"Inverclyde","InvercSW","2010","Sex Ratio",93.1
"Inverclyde","InvercSW","2011","Sex Ratio",92.2
"Inverclyde","InvercSW","2012","Sex Ratio",91.2
"Inverclyde","InvercSW","2013","Sex Ratio",92.2
"Inverclyde","InvercSW","2014","Sex Ratio",91.2
"Inverclyde","InvercSW","2015","Sex Ratio",92.7
"Inverclyde","InvercSW","2016","Sex Ratio",92.2
"Inverclyde","InvercSW","2017","Sex Ratio",92.2
"Inverclyde","InvercSW","2018","Sex Ratio",91.7
"Inverclyde","InvercSW","2019","Sex Ratio",91.5
"Inverclyde","InvercSW","2020","Sex Ratio",91.3
"Inverclyde","InvercSW","2021","Sex Ratio",91.1
"Inverclyde","InvercSW","2022","Sex Ratio",90.9
"Inverclyde","InvercSW","2023","Sex Ratio",90.7
"Inverclyde","InvercSW","2024","Sex Ratio",90.4
"Inverclyde","InvercSW","2025","Sex Ratio",90.1
"Inverclyde","InvercSW","2026","Sex Ratio",89.9
"Inverclyde","InvercSW","2027","Sex Ratio",89.7
"Inverclyde","InvercSW","2028","Sex Ratio",89.5
"Inverclyde","InvercSW","2029","Sex Ratio",89.3
"Inverclyde","InvercSW","2030","Sex Ratio",89.1
"Midlothian","MidLoth","2002","Life Expectancy - Persons",76.3
"Midlothian","MidLoth","2003","Life Expectancy - Persons",76.6
"Midlothian","MidLoth","2004","Life Expectancy - Persons",77.7
"Midlothian","MidLoth","2005","Life Expectancy - Persons",76.9
"Midlothian","MidLoth","2006","Life Expectancy - Persons",77.4
"Midlothian","MidLoth","2007","Life Expectancy - Persons",78.2
"Midlothian","MidLoth","2008","Life Expectancy - Persons",78.6
"Midlothian","MidLoth","2009","Life Expectancy - Persons",78.3
"Midlothian","MidLoth","2010","Life Expectancy - Persons",79.5
"Midlothian","MidLoth","2011","Life Expectancy - Persons",79.1
"Midlothian","MidLoth","2012","Life Expectancy - Persons",79
"Midlothian","MidLoth","2013","Life Expectancy - Persons",79
"Midlothian","MidLoth","2014","Life Expectancy - Persons",79.4
"Midlothian","MidLoth","2015","Life Expectancy - Persons",79.1
"Midlothian","MidLoth","2016","Life Expectancy - Persons",79.9
"Midlothian","MidLoth","2017","Life Expectancy - Persons",79.6
"Midlothian","MidLoth","2018","Life Expectancy - Persons",79.3
"Midlothian","MidLoth","2019","Life Expectancy - Persons",80
"Midlothian","MidLoth","2020","Life Expectancy - Persons",79.5
"Midlothian","MidLoth","2021","Life Expectancy - Persons",79.9
"Midlothian","MidLoth","2022","Life Expectancy - Persons",79.9
"Midlothian","MidLoth","2023","Life Expectancy - Persons",80.1
"Midlothian","MidLoth","2024","Life Expectancy - Persons",80.1
"Midlothian","MidLoth","2025","Life Expectancy - Persons",80
"Midlothian","MidLoth","2026","Life Expectancy - Persons",80.2
"Midlothian","MidLoth","2027","Life Expectancy - Persons",80.4
"Midlothian","MidLoth","2028","Life Expectancy - Persons",80.4
"Midlothian","MidLoth","2029","Life Expectancy - Persons",80.7
"Midlothian","MidLoth","2030","Life Expectancy - Persons",80.8
"Midlothian","MidLoth","2002","Natural Change",-7
"Midlothian","MidLoth","2003","Natural Change",-33
"Midlothian","MidLoth","2004","Natural Change",110
"Midlothian","MidLoth","2005","Natural Change",13
"Midlothian","MidLoth","2006","Natural Change",23
"Midlothian","MidLoth","2007","Natural Change",121
"Midlothian","MidLoth","2008","Natural Change",146
"Midlothian","MidLoth","2009","Natural Change",132
"Midlothian","MidLoth","2010","Natural Change",225
"Midlothian","MidLoth","2011","Natural Change",149
"Midlothian","MidLoth","2012","Natural Change",246
"Midlothian","MidLoth","2013","Natural Change",193
"Midlothian","MidLoth","2014","Natural Change",201
"Midlothian","MidLoth","2015","Natural Change",172
"Midlothian","MidLoth","2016","Natural Change",249
"Midlothian","MidLoth","2017","Natural Change",209
"Midlothian","MidLoth","2018","Natural Change",181
"Midlothian","MidLoth","2019","Natural Change",136
"Midlothian","MidLoth","2020","Natural Change",108
"Midlothian","MidLoth","2021","Natural Change",134
"Midlothian","MidLoth","2022","Natural Change",138
"Midlothian","MidLoth","2023","Natural Change",138
"Midlothian","MidLoth","2024","Natural Change",140
"Midlothian","MidLoth","2025","Natural Change",112
"Midlothian","MidLoth","2026","Natural Change",113
"Midlothian","MidLoth","2027","Natural Change",120
"Midlothian","MidLoth","2028","Natural Change",98
"Midlothian","MidLoth","2029","Natural Change",100
"Midlothian","MidLoth","2030","Natural Change",73
"Midlothian","MidLoth","2002","Net Migration",-63
"Midlothian","MidLoth","2003","Net Migration",-567
"Midlothian","MidLoth","2004","Net Migration",-160
"Midlothian","MidLoth","2005","Net Migration",-193
"Midlothian","MidLoth","2006","Net Migration",-83
"Midlothian","MidLoth","2007","Net Migration",259
"Midlothian","MidLoth","2008","Net Migration",1034
"Midlothian","MidLoth","2009","Net Migration",218
"Midlothian","MidLoth","2010","Net Migration",235
"Midlothian","MidLoth","2011","Net Migration",941
"Midlothian","MidLoth","2012","Net Migration",544
"Midlothian","MidLoth","2013","Net Migration",277
"Midlothian","MidLoth","2014","Net Migration",1309
"Midlothian","MidLoth","2015","Net Migration",998
"Midlothian","MidLoth","2016","Net Migration",971
"Midlothian","MidLoth","2017","Net Migration",1271
"Midlothian","MidLoth","2018","Net Migration",1069
"Midlothian","MidLoth","2019","Net Migration",1132
"Midlothian","MidLoth","2020","Net Migration",1155
"Midlothian","MidLoth","2021","Net Migration",1161
"Midlothian","MidLoth","2022","Net Migration",1169
"Midlothian","MidLoth","2023","Net Migration",1115
"Midlothian","MidLoth","2024","Net Migration",1136
"Midlothian","MidLoth","2025","Net Migration",1138
"Midlothian","MidLoth","2026","Net Migration",1129
"Midlothian","MidLoth","2027","Net Migration",1122
"Midlothian","MidLoth","2028","Net Migration",1111
"Midlothian","MidLoth","2029","Net Migration",1092
"Midlothian","MidLoth","2030","Net Migration",1084
"Midlothian","MidLoth","2002","Total Population",80880
"Midlothian","MidLoth","2003","Total Population",80280
"Midlothian","MidLoth","2004","Total Population",80230
"Midlothian","MidLoth","2005","Total Population",80050
"Midlothian","MidLoth","2006","Total Population",79990
"Midlothian","MidLoth","2007","Total Population",80370
"Midlothian","MidLoth","2008","Total Population",81550
"Midlothian","MidLoth","2009","Total Population",81900
"Midlothian","MidLoth","2010","Total Population",82360
"Midlothian","MidLoth","2011","Total Population",83450
"Midlothian","MidLoth","2012","Total Population",84240
"Midlothian","MidLoth","2013","Total Population",84710
"Midlothian","MidLoth","2014","Total Population",86220
"Midlothian","MidLoth","2015","Total Population",87390
"Midlothian","MidLoth","2016","Total Population",88610
"Midlothian","MidLoth","2017","Total Population",90090
"Midlothian","MidLoth","2018","Total Population",91340
"Midlothian","MidLoth","2019","Total Population",92608
"Midlothian","MidLoth","2020","Total Population",93871
"Midlothian","MidLoth","2021","Total Population",95166
"Midlothian","MidLoth","2022","Total Population",96473
"Midlothian","MidLoth","2023","Total Population",97726
"Midlothian","MidLoth","2024","Total Population",99002
"Midlothian","MidLoth","2025","Total Population",100252
"Midlothian","MidLoth","2026","Total Population",101494
"Midlothian","MidLoth","2027","Total Population",102736
"Midlothian","MidLoth","2028","Total Population",103945
"Midlothian","MidLoth","2029","Total Population",105137
"Midlothian","MidLoth","2030","Total Population",106294
"Midlothian","MidLoth","2002","Dependency Ratio",55.6
"Midlothian","MidLoth","2003","Dependency Ratio",55.2
"Midlothian","MidLoth","2004","Dependency Ratio",54.8
"Midlothian","MidLoth","2005","Dependency Ratio",54.6
"Midlothian","MidLoth","2006","Dependency Ratio",54.3
"Midlothian","MidLoth","2007","Dependency Ratio",53.9
"Midlothian","MidLoth","2008","Dependency Ratio",53.5
"Midlothian","MidLoth","2009","Dependency Ratio",54.4
"Midlothian","MidLoth","2010","Dependency Ratio",55
"Midlothian","MidLoth","2011","Dependency Ratio",55.3
"Midlothian","MidLoth","2012","Dependency Ratio",57.2
"Midlothian","MidLoth","2013","Dependency Ratio",58.3
"Midlothian","MidLoth","2014","Dependency Ratio",58.9
"Midlothian","MidLoth","2015","Dependency Ratio",59.6
"Midlothian","MidLoth","2016","Dependency Ratio",60.1
"Midlothian","MidLoth","2017","Dependency Ratio",60.4
"Midlothian","MidLoth","2018","Dependency Ratio",61
"Midlothian","MidLoth","2019","Dependency Ratio",61.6
"Midlothian","MidLoth","2020","Dependency Ratio",61.8
"Midlothian","MidLoth","2021","Dependency Ratio",62.1
"Midlothian","MidLoth","2022","Dependency Ratio",62.6
"Midlothian","MidLoth","2023","Dependency Ratio",63.2
"Midlothian","MidLoth","2024","Dependency Ratio",63.6
"Midlothian","MidLoth","2025","Dependency Ratio",63.9
"Midlothian","MidLoth","2026","Dependency Ratio",64.2
"Midlothian","MidLoth","2027","Dependency Ratio",64.5
"Midlothian","MidLoth","2028","Dependency Ratio",64.9
"Midlothian","MidLoth","2029","Dependency Ratio",65.2
"Midlothian","MidLoth","2030","Dependency Ratio",65.5
"Midlothian","MidLoth","2002","Sex Ratio",91.5
"Midlothian","MidLoth","2003","Sex Ratio",91.3
"Midlothian","MidLoth","2004","Sex Ratio",91.2
"Midlothian","MidLoth","2005","Sex Ratio",91.3
"Midlothian","MidLoth","2006","Sex Ratio",91.4
"Midlothian","MidLoth","2007","Sex Ratio",91.7
"Midlothian","MidLoth","2008","Sex Ratio",92.6
"Midlothian","MidLoth","2009","Sex Ratio",92.2
"Midlothian","MidLoth","2010","Sex Ratio",92.5
"Midlothian","MidLoth","2011","Sex Ratio",93.1
"Midlothian","MidLoth","2012","Sex Ratio",93.1
"Midlothian","MidLoth","2013","Sex Ratio",92.3
"Midlothian","MidLoth","2014","Sex Ratio",92.9
"Midlothian","MidLoth","2015","Sex Ratio",92.7
"Midlothian","MidLoth","2016","Sex Ratio",92.5
"Midlothian","MidLoth","2017","Sex Ratio",92.6
"Midlothian","MidLoth","2018","Sex Ratio",92.5
"Midlothian","MidLoth","2019","Sex Ratio",92.4
"Midlothian","MidLoth","2020","Sex Ratio",92.3
"Midlothian","MidLoth","2021","Sex Ratio",92.2
"Midlothian","MidLoth","2022","Sex Ratio",92.2
"Midlothian","MidLoth","2023","Sex Ratio",92.1
"Midlothian","MidLoth","2024","Sex Ratio",92
"Midlothian","MidLoth","2025","Sex Ratio",92
"Midlothian","MidLoth","2026","Sex Ratio",92
"Midlothian","MidLoth","2027","Sex Ratio",92
"Midlothian","MidLoth","2028","Sex Ratio",91.9
"Midlothian","MidLoth","2029","Sex Ratio",91.9
"Midlothian","MidLoth","2030","Sex Ratio",91.9
"Midlothian","Bonnyrig","2002","Life Expectancy - Persons",77.8
"Midlothian","Bonnyrig","2003","Life Expectancy - Persons",77.4
"Midlothian","Bonnyrig","2004","Life Expectancy - Persons",77.4
"Midlothian","Bonnyrig","2005","Life Expectancy - Persons",76.3
"Midlothian","Bonnyrig","2006","Life Expectancy - Persons",77.2
"Midlothian","Bonnyrig","2007","Life Expectancy - Persons",78.4
"Midlothian","Bonnyrig","2008","Life Expectancy - Persons",78.4
"Midlothian","Bonnyrig","2009","Life Expectancy - Persons",78.2
"Midlothian","Bonnyrig","2010","Life Expectancy - Persons",78.5
"Midlothian","Bonnyrig","2011","Life Expectancy - Persons",76.7
"Midlothian","Bonnyrig","2012","Life Expectancy - Persons",79.5
"Midlothian","Bonnyrig","2013","Life Expectancy - Persons",78
"Midlothian","Bonnyrig","2014","Life Expectancy - Persons",80.3
"Midlothian","Bonnyrig","2015","Life Expectancy - Persons",79.5
"Midlothian","Bonnyrig","2016","Life Expectancy - Persons",78.3
"Midlothian","Bonnyrig","2017","Life Expectancy - Persons",79.1
"Midlothian","Bonnyrig","2018","Life Expectancy - Persons",78.8
"Midlothian","Bonnyrig","2019","Life Expectancy - Persons",79.7
"Midlothian","Bonnyrig","2020","Life Expectancy - Persons",79.2
"Midlothian","Bonnyrig","2021","Life Expectancy - Persons",79.6
"Midlothian","Bonnyrig","2022","Life Expectancy - Persons",79.7
"Midlothian","Bonnyrig","2023","Life Expectancy - Persons",79.8
"Midlothian","Bonnyrig","2024","Life Expectancy - Persons",79.9
"Midlothian","Bonnyrig","2025","Life Expectancy - Persons",79.7
"Midlothian","Bonnyrig","2026","Life Expectancy - Persons",80
"Midlothian","Bonnyrig","2027","Life Expectancy - Persons",80.2
"Midlothian","Bonnyrig","2028","Life Expectancy - Persons",80.2
"Midlothian","Bonnyrig","2029","Life Expectancy - Persons",80.5
"Midlothian","Bonnyrig","2030","Life Expectancy - Persons",80.5
"Midlothian","Bonnyrig","2002","Natural Change",6
"Midlothian","Bonnyrig","2003","Natural Change",1
"Midlothian","Bonnyrig","2004","Natural Change",-3
"Midlothian","Bonnyrig","2005","Natural Change",-27
"Midlothian","Bonnyrig","2006","Natural Change",-31
"Midlothian","Bonnyrig","2007","Natural Change",9
"Midlothian","Bonnyrig","2008","Natural Change",-17
"Midlothian","Bonnyrig","2009","Natural Change",-9
"Midlothian","Bonnyrig","2010","Natural Change",-10
"Midlothian","Bonnyrig","2011","Natural Change",7
"Midlothian","Bonnyrig","2012","Natural Change",27
"Midlothian","Bonnyrig","2013","Natural Change",10
"Midlothian","Bonnyrig","2014","Natural Change",41
"Midlothian","Bonnyrig","2015","Natural Change",39
"Midlothian","Bonnyrig","2016","Natural Change",12
"Midlothian","Bonnyrig","2017","Natural Change",36
"Midlothian","Bonnyrig","2018","Natural Change",14
"Midlothian","Bonnyrig","2019","Natural Change",18
"Midlothian","Bonnyrig","2020","Natural Change",11.4
"Midlothian","Bonnyrig","2021","Natural Change",15.6
"Midlothian","Bonnyrig","2022","Natural Change",14.5
"Midlothian","Bonnyrig","2023","Natural Change",13.2
"Midlothian","Bonnyrig","2024","Natural Change",12.6
"Midlothian","Bonnyrig","2025","Natural Change",5.8
"Midlothian","Bonnyrig","2026","Natural Change",5.5
"Midlothian","Bonnyrig","2027","Natural Change",6.9
"Midlothian","Bonnyrig","2028","Natural Change",2.6
"Midlothian","Bonnyrig","2029","Natural Change",3.8
"Midlothian","Bonnyrig","2030","Natural Change",-0.5
"Midlothian","Bonnyrig","2002","Net Migration",93
"Midlothian","Bonnyrig","2003","Net Migration",-110
"Midlothian","Bonnyrig","2004","Net Migration",-33
"Midlothian","Bonnyrig","2005","Net Migration",-26
"Midlothian","Bonnyrig","2006","Net Migration",-16
"Midlothian","Bonnyrig","2007","Net Migration",164
"Midlothian","Bonnyrig","2008","Net Migration",199
"Midlothian","Bonnyrig","2009","Net Migration",416
"Midlothian","Bonnyrig","2010","Net Migration",226
"Midlothian","Bonnyrig","2011","Net Migration",493
"Midlothian","Bonnyrig","2012","Net Migration",262
"Midlothian","Bonnyrig","2013","Net Migration",275
"Midlothian","Bonnyrig","2014","Net Migration",370
"Midlothian","Bonnyrig","2015","Net Migration",344
"Midlothian","Bonnyrig","2016","Net Migration",259
"Midlothian","Bonnyrig","2017","Net Migration",392
"Midlothian","Bonnyrig","2018","Net Migration",154
"Midlothian","Bonnyrig","2019","Net Migration",305.4
"Midlothian","Bonnyrig","2020","Net Migration",308.9
"Midlothian","Bonnyrig","2021","Net Migration",309.6
"Midlothian","Bonnyrig","2022","Net Migration",312.2
"Midlothian","Bonnyrig","2023","Net Migration",302.4
"Midlothian","Bonnyrig","2024","Net Migration",305.7
"Midlothian","Bonnyrig","2025","Net Migration",305.4
"Midlothian","Bonnyrig","2026","Net Migration",304.3
"Midlothian","Bonnyrig","2027","Net Migration",302.8
"Midlothian","Bonnyrig","2028","Net Migration",300.5
"Midlothian","Bonnyrig","2029","Net Migration",295.8
"Midlothian","Bonnyrig","2030","Net Migration",294.4
"Midlothian","Bonnyrig","2002","Total Population",14870
"Midlothian","Bonnyrig","2003","Total Population",14761
"Midlothian","Bonnyrig","2004","Total Population",14725
"Midlothian","Bonnyrig","2005","Total Population",14672
"Midlothian","Bonnyrig","2006","Total Population",14625
"Midlothian","Bonnyrig","2007","Total Population",14798
"Midlothian","Bonnyrig","2008","Total Population",14980
"Midlothian","Bonnyrig","2009","Total Population",15387
"Midlothian","Bonnyrig","2010","Total Population",15603
"Midlothian","Bonnyrig","2011","Total Population",16103
"Midlothian","Bonnyrig","2012","Total Population",16392
"Midlothian","Bonnyrig","2013","Total Population",16677
"Midlothian","Bonnyrig","2014","Total Population",17088
"Midlothian","Bonnyrig","2015","Total Population",17471
"Midlothian","Bonnyrig","2016","Total Population",17742
"Midlothian","Bonnyrig","2017","Total Population",18170
"Midlothian","Bonnyrig","2018","Total Population",18338
"Midlothian","Bonnyrig","2019","Total Population",18661.4
"Midlothian","Bonnyrig","2020","Total Population",18981.7
"Midlothian","Bonnyrig","2021","Total Population",19306.9
"Midlothian","Bonnyrig","2022","Total Population",19633.5
"Midlothian","Bonnyrig","2023","Total Population",19949.2
"Midlothian","Bonnyrig","2024","Total Population",20267.5
"Midlothian","Bonnyrig","2025","Total Population",20578.7
"Midlothian","Bonnyrig","2026","Total Population",20888.5
"Midlothian","Bonnyrig","2027","Total Population",21198.2
"Midlothian","Bonnyrig","2028","Total Population",21501.4
"Midlothian","Bonnyrig","2029","Total Population",21801
"Midlothian","Bonnyrig","2030","Total Population",22094.8
"Midlothian","Bonnyrig","2002","Dependency Ratio",57.2
"Midlothian","Bonnyrig","2003","Dependency Ratio",57.9
"Midlothian","Bonnyrig","2004","Dependency Ratio",57.9
"Midlothian","Bonnyrig","2005","Dependency Ratio",57.7
"Midlothian","Bonnyrig","2006","Dependency Ratio",57.3
"Midlothian","Bonnyrig","2007","Dependency Ratio",57
"Midlothian","Bonnyrig","2008","Dependency Ratio",56.2
"Midlothian","Bonnyrig","2009","Dependency Ratio",55.7
"Midlothian","Bonnyrig","2010","Dependency Ratio",55.8
"Midlothian","Bonnyrig","2011","Dependency Ratio",56.5
"Midlothian","Bonnyrig","2012","Dependency Ratio",58.3
"Midlothian","Bonnyrig","2013","Dependency Ratio",58.7
"Midlothian","Bonnyrig","2014","Dependency Ratio",59.7
"Midlothian","Bonnyrig","2015","Dependency Ratio",60.4
"Midlothian","Bonnyrig","2016","Dependency Ratio",61.2
"Midlothian","Bonnyrig","2017","Dependency Ratio",61.3
"Midlothian","Bonnyrig","2018","Dependency Ratio",60.8
"Midlothian","Bonnyrig","2019","Dependency Ratio",61.6
"Midlothian","Bonnyrig","2020","Dependency Ratio",61.9
"Midlothian","Bonnyrig","2021","Dependency Ratio",62.2
"Midlothian","Bonnyrig","2022","Dependency Ratio",62.7
"Midlothian","Bonnyrig","2023","Dependency Ratio",62.9
